"BackupSize","JobName","FileName","CompressRatio","DeduplicationRatio","CreationTimeUtc","DataSize","FileType"
"178520064","AUSVCENTER-TagTest","ausdc01.vm-56D2018-12-08T203530.vib","2.56","1","2018-12-09T02:35:30.58Z","439410021","vib"
"574947328","AUSVCENTER-TagTest","ausjump01.vm-33D2018-12-08T203530.vib","1.89","1","2018-12-09T02:35:30.58Z","1059119346","vib"
"247922688","AUSVCENTER-TagTest","ausvcenter.vm-57D2018-12-09T043521.vib","6.25","1","2018-12-09T10:35:21.937Z","1490081656","vib"
"538640384","AUSVCENTER-TagTest","ausveeambem.vm-118D2018-12-09T043521.vib","2.44","1","2018-12-09T10:35:21.937Z","1311813759","vib"
"178257920","AUSVCENTER-TagTest","ausdc01.vm-56D2018-12-09T043521.vib","2.5","1","2018-12-09T10:35:21.937Z","435215694","vib"
"1015545856","AUSVCENTER-TagTest","ausjump01.vm-33D2018-12-09T043521.vib","1.85","0.99","2018-12-09T10:35:21.937Z","1857085634","vib"
"16856317952","AUSVCENTER-TagTest","ausjump01.vm-33D2018-12-10T091456.vbk","1.41","1.45","2018-12-10T14:35:35.49Z","34359795254","vbk"
"7572029440","AUSVCENTER-TagTest","ausvcenter.vm-57D2018-12-10T091456.vbk","3.45","11.09","2018-12-10T14:35:35.49Z","289619891974","vbk"
"11895767040","AUSVCENTER-TagTest","ausveeambem.vm-118D2018-12-10T091456.vbk","1.72","5.24","2018-12-10T14:35:35.49Z","107374225906","vbk"
"11873157120","AUSVCENTER-TagTest","ausdc01.vm-56D2018-12-10T091456.vbk","1.72","3.15","2018-12-10T14:35:35.49Z","64424565971","vbk"
"165806080","AUSVCENTER-TagTest","ausdc01.vm-56D2018-12-08T043543.vib","2.56","1","2018-12-08T10:35:43.52Z","405855679","vib"
"705757184","AUSVCENTER-TagTest","ausveeambem.vm-118D2018-12-08T043543.vib","2.44","0.98","2018-12-08T10:35:43.52Z","1687202824","vib"
"253427712","AUSVCENTER-TagTest","ausvcenter.vm-57D2018-12-08T043543.vib","6.25","0.95","2018-12-08T10:35:43.52Z","1498470264","vib"
"1562378240","AUSVCENTER-TagTest","ausjump01.vm-33D2018-12-08T043543.vib","1.82","1","2018-12-08T10:35:43.52Z","2794512696","vib"
"1389101056","AUSVCENTER-TagTest","ausjump01.vm-33D2018-12-08T123539.vib","1.72","1.06","2018-12-08T18:35:39.237Z","2529223118","vib"
"1429143552","AUSVCENTER-TagTest","ausveeambem.vm-118D2018-12-08T123539.vib","1.96","1.05","2018-12-08T18:35:39.237Z","2940252525","vib"
"263847936","AUSVCENTER-TagTest","ausvcenter.vm-57D2018-12-08T123539.vib","6.25","0.96","2018-12-08T18:35:39.237Z","1579210616","vib"
"184942592","AUSVCENTER-TagTest","ausdc01.vm-56D2018-12-08T123539.vib","2.56","1","2018-12-08T18:35:39.237Z","456187307","vib"
"224591872","AUSVCENTER-TagTest","ausveeambr.vm-58D2018-12-06T043518.vib","2.63","1.03","2018-12-06T10:35:18.77Z","607167720","vib"
"16917135360","AUSVCENTER-TagTest","ausjump01.vm-33D2018-12-08T011428.vbk","1.41","1.44","2018-12-08T06:35:27.093Z","34359795831","vbk"
"11879645184","AUSVCENTER-TagTest","ausveeambem.vm-118D2018-12-08T011428.vbk","1.72","5.24","2018-12-08T06:35:27.093Z","107374226417","vbk"
"7411204096","AUSVCENTER-TagTest","ausvcenter.vm-57D2018-12-08T011428.vbk","3.45","11.33","2018-12-08T06:35:27.093Z","289619891974","vbk"
"11854151680","AUSVCENTER-TagTest","ausdc01.vm-56D2018-12-08T011428.vbk","1.72","3.15","2018-12-08T06:35:27.093Z","64424566116","vbk"
"1368784896","AUSVCENTER-TagTest","ausjump01.vm-33D2018-12-08T163526.vib","1.72","1.05","2018-12-08T22:35:26.227Z","2482037018","vib"
"274333696","AUSVCENTER-TagTest","ausvcenter.vm-57D2018-12-08T163526.vib","6.25","0.95","2018-12-08T22:35:26.227Z","1625347960","vib"
"243859456","AUSVCENTER-TagTest","ausveeambem.vm-118D2018-12-08T163526.vib","2.38","1","2018-12-08T22:35:26.227Z","565227814","vib"
"545521664","AUSVCENTER-TagTest","ausdc01.vm-56D2018-12-08T163526.vib","2.08","1.13","2018-12-08T22:35:26.227Z","1285610858","vib"
"564199424","AUSVCENTER-TagTest","ausjump01.vm-33D2018-12-08T083527.vib","1.85","1","2018-12-08T14:35:27.987Z","1036050696","vib"
"252706816","AUSVCENTER-TagTest","ausvcenter.vm-57D2018-12-08T083527.vib","6.25","1","2018-12-08T14:35:27.987Z","1504761720","vib"
"309002240","AUSVCENTER-TagTest","ausveeambem.vm-118D2018-12-08T083527.vib","2.5","1","2018-12-08T14:35:27.987Z","755018713","vib"
"174718976","AUSVCENTER-TagTest","ausdc01.vm-56D2018-12-08T083527.vib","2.5","0.98","2018-12-08T14:35:27.987Z","429972917","vib"
"7473201152","AUSVCENTER-TagTest","ausvcenter.vm-57D2018-12-09T011316.vbk","3.45","11.24","2018-12-09T06:35:36.757Z","289619891974","vbk"
"11865882624","AUSVCENTER-TagTest","ausdc01.vm-56D2018-12-09T011316.vbk","1.72","3.15","2018-12-09T06:35:36.757Z","64424566058","vbk"
"16920543232","AUSVCENTER-TagTest","ausjump01.vm-33D2018-12-09T011316.vbk","1.41","1.44","2018-12-09T06:35:36.757Z","34359795795","vbk"
"11896422400","AUSVCENTER-TagTest","ausveeambem.vm-118D2018-12-09T011316.vbk","1.72","5.23","2018-12-09T06:35:36.757Z","107374227526","vbk"
"527892480","AUSVCENTER-TagTest","ausdc01.vm-56D2018-12-09T163540.vib","2.08","1.12","2018-12-09T22:35:40.667Z","1236327777","vib"
"230752256","AUSVCENTER-TagTest","ausveeambem.vm-118D2018-12-09T163540.vib","2.38","1","2018-12-09T22:35:40.667Z","547401919","vib"
"232849408","AUSVCENTER-TagTest","ausvcenter.vm-57D2018-12-09T163540.vib","6.67","0.94","2018-12-09T22:35:40.667Z","1461770104","vib"
"1416232960","AUSVCENTER-TagTest","ausjump01.vm-33D2018-12-09T163540.vib","1.69","1.06","2018-12-09T22:35:40.667Z","2550194226","vib"
"1145044992","AUSVCENTER-TagTest","ausjump01.vm-33D2018-12-09T083523.vib","1.82","1.01","2018-12-09T14:35:23.677Z","2102452431","vib"
"166592512","AUSVCENTER-TagTest","ausdc01.vm-56D2018-12-09T083523.vib","2.5","0.97","2018-12-09T14:35:23.677Z","402709810","vib"
"228065280","AUSVCENTER-TagTest","ausvcenter.vm-57D2018-12-09T083523.vib","6.25","0.98","2018-12-09T14:35:23.677Z","1395709816","vib"
"649986048","AUSVCENTER-TagTest","ausveeambem.vm-118D2018-12-09T083523.vib","2.04","0.99","2018-12-09T14:35:23.677Z","1312862302","vib"
"236978176","AUSVCENTER-TagTest","ausvcenter.vm-57D2018-12-09T123532.vib","6.67","0.94","2018-12-09T18:35:32.627Z","1487984504","vib"
"173473792","AUSVCENTER-TagTest","ausdc01.vm-56D2018-12-09T123532.vib","2.5","1","2018-12-09T18:35:32.627Z","416341304","vib"
"1431961600","AUSVCENTER-TagTest","ausjump01.vm-33D2018-12-09T123532.vib","1.69","1.06","2018-12-09T18:35:32.627Z","2582700329","vib"
"637992960","AUSVCENTER-TagTest","ausveeambem.vm-118D2018-12-09T123532.vib","2.13","1.1","2018-12-09T18:35:32.627Z","1498460398","vib"
"1378864128","AUSVCENTER-TagTest","AUSVCENTER-NoTag_2D2018-12-07T211531.vib","3.45","0.99","2018-12-08T03:15:31.657Z","4729489187","vib"
"3236079616","AUSVCENTER-TagTest","AUSVCENTER-NoTag_2D2018-12-07T171537.vib","2.56","1.13","2018-12-07T23:15:37.243Z","9385166774","vib"
"3219384832","AUSVCENTER-TagTest","AUSVCENTER-NoTag_2D2018-12-06T131529.vib","2.56","0.99","2018-12-06T19:15:29.433Z","8140501502","vib"
"4942139392","AUSVCENTER-TagTest","AUSVCENTER-NoTag_2D2018-12-06T171531.vib","2.38","1.11","2018-12-06T23:15:31.703Z","13112849167","vib"
"1623802368","AUSVCENTER-TagTest","AUSVCENTER-NoTag_2D2018-12-06T051535.vib","3.12","1","2018-12-06T11:15:35.487Z","5070287180","vib"
"1514098176","AUSVCENTER-TagTest","AUSVCENTER-NoTag_2D2018-12-06T211540.vib","3.33","0.98","2018-12-07T03:15:40.5Z","4965413533","vib"
"4017083904","AUSVCENTER-TagTest","AUSVCENTER-NoTag_2D2018-12-07T131524.vib","2.44","1.05","2018-12-07T19:15:24.437Z","10270165558","vib"
"4647330816","AUSVCENTER-TagTest","AUSVCENTER-NoTag_2D2018-12-06T091530.vib","2.22","1.01","2018-12-06T15:15:30.077Z","10462050365","vib"
"2443234816","AUSVCENTER-TagTest","AUSVCENTER-NoTag_2D2018-12-07T091542.vib","2.78","1","2018-12-07T15:15:42.467Z","6805665714","vib"
"1677337088","AUSVCENTER-TagTest","AUSVCENTER-NoTag_2D2018-12-07T051530.vib","3.12","0.98","2018-12-07T11:15:30.357Z","5159400113","vib"
"63526096896","AUSVCENTER-TagTest","AUSVCENTER-NoTag_2D2018-12-07T012126.vbk","1.89","3.96","2018-12-07T07:15:18.16Z","474303836315","vbk"
"61735564288","AUSVCENTER-TagTest","AUSVCENTER-NoTag_2D2018-12-06T012235.vbk","1.89","4.07","2018-12-06T07:15:17.09Z","474303852363","vbk"
"402325504","AUSVCENTER-TagTest","ausveeambem.vm-118D2018-12-10T123522.vib","2.38","0.98","2018-12-10T18:35:22.083Z","939568099","vib"
"1591410688","AUSVCENTER-TagTest","ausjump01.vm-33D2018-12-10T123522.vib","1.79","1","2018-12-10T18:35:22.083Z","2850087027","vib"
"243007488","AUSVCENTER-TagTest","ausvcenter.vm-57D2018-12-10T123522.vib","6.25","0.97","2018-12-10T18:35:22.083Z","1479595896","vib"
"177864704","AUSVCENTER-TagTest","ausdc01.vm-56D2018-12-10T123522.vib","2.5","1","2018-12-10T18:35:22.083Z","431021368","vib"
"20548812800","AUSVCENTER-TagTest","ausveeambr.vm-58D2018-12-06T004125.vbk","1.47","1.42","2018-12-06T06:35:24.017Z","42949715070","vbk"
"264568832","AUSVCENTER-TagTest","ausvcenter.vm-57D2018-12-08T203530.vib","6.25","0.95","2018-12-09T02:35:30.58Z","1572919160","vib"
"240648192","AUSVCENTER-TagTest","ausveeambem.vm-118D2018-12-08T203530.vib","2.38","1","2018-12-09T02:35:30.58Z","571519219","vib"
"178520064","AUSVCENTER-TagTest","ausdc01.vm-56D2018-12-08T203530.vib","2.56","1","2018-12-09T02:35:30.58Z","439410021","vib"
"574947328","AUSVCENTER-TagTest","ausjump01.vm-33D2018-12-08T203530.vib","1.89","1","2018-12-09T02:35:30.58Z","1059119346","vib"
"247922688","AUSVCENTER-TagTest","ausvcenter.vm-57D2018-12-09T043521.vib","6.25","1","2018-12-09T10:35:21.937Z","1490081656","vib"
"538640384","AUSVCENTER-TagTest","ausveeambem.vm-118D2018-12-09T043521.vib","2.44","1","2018-12-09T10:35:21.937Z","1311813759","vib"
"178257920","AUSVCENTER-TagTest","ausdc01.vm-56D2018-12-09T043521.vib","2.5","1","2018-12-09T10:35:21.937Z","435215694","vib"
"1015545856","AUSVCENTER-TagTest","ausjump01.vm-33D2018-12-09T043521.vib","1.85","0.99","2018-12-09T10:35:21.937Z","1857085634","vib"
"16856317952","AUSVCENTER-TagTest","ausjump01.vm-33D2018-12-10T091456.vbk","1.41","1.45","2018-12-10T14:35:35.49Z","34359795254","vbk"
"7572029440","AUSVCENTER-TagTest","ausvcenter.vm-57D2018-12-10T091456.vbk","3.45","11.09","2018-12-10T14:35:35.49Z","289619891974","vbk"
"11895767040","AUSVCENTER-TagTest","ausveeambem.vm-118D2018-12-10T091456.vbk","1.72","5.24","2018-12-10T14:35:35.49Z","107374225906","vbk"
"11873157120","AUSVCENTER-TagTest","ausdc01.vm-56D2018-12-10T091456.vbk","1.72","3.15","2018-12-10T14:35:35.49Z","64424565971","vbk"
"165806080","AUSVCENTER-TagTest","ausdc01.vm-56D2018-12-08T043543.vib","2.56","1","2018-12-08T10:35:43.52Z","405855679","vib"
"705757184","AUSVCENTER-TagTest","ausveeambem.vm-118D2018-12-08T043543.vib","2.44","0.98","2018-12-08T10:35:43.52Z","1687202824","vib"
"253427712","AUSVCENTER-TagTest","ausvcenter.vm-57D2018-12-08T043543.vib","6.25","0.95","2018-12-08T10:35:43.52Z","1498470264","vib"
"1562378240","AUSVCENTER-TagTest","ausjump01.vm-33D2018-12-08T043543.vib","1.82","1","2018-12-08T10:35:43.52Z","2794512696","vib"
"1389101056","AUSVCENTER-TagTest","ausjump01.vm-33D2018-12-08T123539.vib","1.72","1.06","2018-12-08T18:35:39.237Z","2529223118","vib"
"1429143552","AUSVCENTER-TagTest","ausveeambem.vm-118D2018-12-08T123539.vib","1.96","1.05","2018-12-08T18:35:39.237Z","2940252525","vib"
"263847936","AUSVCENTER-TagTest","ausvcenter.vm-57D2018-12-08T123539.vib","6.25","0.96","2018-12-08T18:35:39.237Z","1579210616","vib"
"184942592","AUSVCENTER-TagTest","ausdc01.vm-56D2018-12-08T123539.vib","2.56","1","2018-12-08T18:35:39.237Z","456187307","vib"
"224591872","AUSVCENTER-TagTest","ausveeambr.vm-58D2018-12-06T043518.vib","2.63","1.03","2018-12-06T10:35:18.77Z","607167720","vib"
"16917135360","AUSVCENTER-TagTest","ausjump01.vm-33D2018-12-08T011428.vbk","1.41","1.44","2018-12-08T06:35:27.093Z","34359795831","vbk"
"11879645184","AUSVCENTER-TagTest","ausveeambem.vm-118D2018-12-08T011428.vbk","1.72","5.24","2018-12-08T06:35:27.093Z","107374226417","vbk"
"7411204096","AUSVCENTER-TagTest","ausvcenter.vm-57D2018-12-08T011428.vbk","3.45","11.33","2018-12-08T06:35:27.093Z","289619891974","vbk"
"11854151680","AUSVCENTER-TagTest","ausdc01.vm-56D2018-12-08T011428.vbk","1.72","3.15","2018-12-08T06:35:27.093Z","64424566116","vbk"
"1368784896","AUSVCENTER-TagTest","ausjump01.vm-33D2018-12-08T163526.vib","1.72","1.05","2018-12-08T22:35:26.227Z","2482037018","vib"
"274333696","AUSVCENTER-TagTest","ausvcenter.vm-57D2018-12-08T163526.vib","6.25","0.95","2018-12-08T22:35:26.227Z","1625347960","vib"
"243859456","AUSVCENTER-TagTest","ausveeambem.vm-118D2018-12-08T163526.vib","2.38","1","2018-12-08T22:35:26.227Z","565227814","vib"
"545521664","AUSVCENTER-TagTest","ausdc01.vm-56D2018-12-08T163526.vib","2.08","1.13","2018-12-08T22:35:26.227Z","1285610858","vib"
"564199424","AUSVCENTER-TagTest","ausjump01.vm-33D2018-12-08T083527.vib","1.85","1","2018-12-08T14:35:27.987Z","1036050696","vib"
"252706816","AUSVCENTER-TagTest","ausvcenter.vm-57D2018-12-08T083527.vib","6.25","1","2018-12-08T14:35:27.987Z","1504761720","vib"
"309002240","AUSVCENTER-TagTest","ausveeambem.vm-118D2018-12-08T083527.vib","2.5","1","2018-12-08T14:35:27.987Z","755018713","vib"
"174718976","AUSVCENTER-TagTest","ausdc01.vm-56D2018-12-08T083527.vib","2.5","0.98","2018-12-08T14:35:27.987Z","429972917","vib"
"7473201152","AUSVCENTER-TagTest","ausvcenter.vm-57D2018-12-09T011316.vbk","3.45","11.24","2018-12-09T06:35:36.757Z","289619891974","vbk"
"11865882624","AUSVCENTER-TagTest","ausdc01.vm-56D2018-12-09T011316.vbk","1.72","3.15","2018-12-09T06:35:36.757Z","64424566058","vbk"
"16920543232","AUSVCENTER-TagTest","ausjump01.vm-33D2018-12-09T011316.vbk","1.41","1.44","2018-12-09T06:35:36.757Z","34359795795","vbk"
"11896422400","AUSVCENTER-TagTest","ausveeambem.vm-118D2018-12-09T011316.vbk","1.72","5.23","2018-12-09T06:35:36.757Z","107374227526","vbk"
"527892480","AUSVCENTER-TagTest","ausdc01.vm-56D2018-12-09T163540.vib","2.08","1.12","2018-12-09T22:35:40.667Z","1236327777","vib"
"230752256","AUSVCENTER-TagTest","ausveeambem.vm-118D2018-12-09T163540.vib","2.38","1","2018-12-09T22:35:40.667Z","547401919","vib"
"232849408","AUSVCENTER-TagTest","ausvcenter.vm-57D2018-12-09T163540.vib","6.67","0.94","2018-12-09T22:35:40.667Z","1461770104","vib"
"1416232960","AUSVCENTER-TagTest","ausjump01.vm-33D2018-12-09T163540.vib","1.69","1.06","2018-12-09T22:35:40.667Z","2550194226","vib"
"1145044992","AUSVCENTER-TagTest","ausjump01.vm-33D2018-12-09T083523.vib","1.82","1.01","2018-12-09T14:35:23.677Z","2102452431","vib"
"166592512","AUSVCENTER-TagTest","ausdc01.vm-56D2018-12-09T083523.vib","2.5","0.97","2018-12-09T14:35:23.677Z","402709810","vib"
"228065280","AUSVCENTER-TagTest","ausvcenter.vm-57D2018-12-09T083523.vib","6.25","0.98","2018-12-09T14:35:23.677Z","1395709816","vib"
"649986048","AUSVCENTER-TagTest","ausveeambem.vm-118D2018-12-09T083523.vib","2.04","0.99","2018-12-09T14:35:23.677Z","1312862302","vib"
"236978176","AUSVCENTER-TagTest","ausvcenter.vm-57D2018-12-09T123532.vib","6.67","0.94","2018-12-09T18:35:32.627Z","1487984504","vib"
"173473792","AUSVCENTER-TagTest","ausdc01.vm-56D2018-12-09T123532.vib","2.5","1","2018-12-09T18:35:32.627Z","416341304","vib"
"1431961600","AUSVCENTER-TagTest","ausjump01.vm-33D2018-12-09T123532.vib","1.69","1.06","2018-12-09T18:35:32.627Z","2582700329","vib"
"637992960","AUSVCENTER-TagTest","ausveeambem.vm-118D2018-12-09T123532.vib","2.13","1.1","2018-12-09T18:35:32.627Z","1498460398","vib"
"228458496","AUSVCENTER-TagTest","ausveeambr.vm-58D2018-12-06T083536.vib","2.56","1.01","2018-12-06T14:35:36.453Z","592487641","vib"
"1378864128","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-07T211531.vib","3.45","0.99","2018-12-08T03:15:31.657Z","4729489187","vib"
"1378864128","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-07T211531.vib","3.45","0.99","2018-12-08T03:15:31.657Z","4729489187","vib"
"3236079616","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-07T171537.vib","2.56","1.13","2018-12-07T23:15:37.243Z","9385166774","vib"
"1378864128","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-07T211531.vib","3.45","0.99","2018-12-08T03:15:31.657Z","4729489187","vib"
"3236079616","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-07T171537.vib","2.56","1.13","2018-12-07T23:15:37.243Z","9385166774","vib"
"3219384832","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-06T131529.vib","2.56","0.99","2018-12-06T19:15:29.433Z","8140501502","vib"
"1378864128","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-07T211531.vib","3.45","0.99","2018-12-08T03:15:31.657Z","4729489187","vib"
"3236079616","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-07T171537.vib","2.56","1.13","2018-12-07T23:15:37.243Z","9385166774","vib"
"3219384832","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-06T131529.vib","2.56","0.99","2018-12-06T19:15:29.433Z","8140501502","vib"
"4942139392","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-06T171531.vib","2.38","1.11","2018-12-06T23:15:31.703Z","13112849167","vib"
"1378864128","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-07T211531.vib","3.45","0.99","2018-12-08T03:15:31.657Z","4729489187","vib"
"3236079616","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-07T171537.vib","2.56","1.13","2018-12-07T23:15:37.243Z","9385166774","vib"
"3219384832","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-06T131529.vib","2.56","0.99","2018-12-06T19:15:29.433Z","8140501502","vib"
"4942139392","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-06T171531.vib","2.38","1.11","2018-12-06T23:15:31.703Z","13112849167","vib"
"1623802368","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-06T051535.vib","3.12","1","2018-12-06T11:15:35.487Z","5070287180","vib"
"1378864128","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-07T211531.vib","3.45","0.99","2018-12-08T03:15:31.657Z","4729489187","vib"
"3236079616","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-07T171537.vib","2.56","1.13","2018-12-07T23:15:37.243Z","9385166774","vib"
"3219384832","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-06T131529.vib","2.56","0.99","2018-12-06T19:15:29.433Z","8140501502","vib"
"4942139392","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-06T171531.vib","2.38","1.11","2018-12-06T23:15:31.703Z","13112849167","vib"
"1623802368","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-06T051535.vib","3.12","1","2018-12-06T11:15:35.487Z","5070287180","vib"
"1514098176","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-06T211540.vib","3.33","0.98","2018-12-07T03:15:40.5Z","4965413533","vib"
"1378864128","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-07T211531.vib","3.45","0.99","2018-12-08T03:15:31.657Z","4729489187","vib"
"3236079616","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-07T171537.vib","2.56","1.13","2018-12-07T23:15:37.243Z","9385166774","vib"
"3219384832","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-06T131529.vib","2.56","0.99","2018-12-06T19:15:29.433Z","8140501502","vib"
"4942139392","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-06T171531.vib","2.38","1.11","2018-12-06T23:15:31.703Z","13112849167","vib"
"1623802368","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-06T051535.vib","3.12","1","2018-12-06T11:15:35.487Z","5070287180","vib"
"1514098176","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-06T211540.vib","3.33","0.98","2018-12-07T03:15:40.5Z","4965413533","vib"
"4017083904","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-07T131524.vib","2.44","1.05","2018-12-07T19:15:24.437Z","10270165558","vib"
"1378864128","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-07T211531.vib","3.45","0.99","2018-12-08T03:15:31.657Z","4729489187","vib"
"3236079616","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-07T171537.vib","2.56","1.13","2018-12-07T23:15:37.243Z","9385166774","vib"
"3219384832","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-06T131529.vib","2.56","0.99","2018-12-06T19:15:29.433Z","8140501502","vib"
"4942139392","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-06T171531.vib","2.38","1.11","2018-12-06T23:15:31.703Z","13112849167","vib"
"1623802368","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-06T051535.vib","3.12","1","2018-12-06T11:15:35.487Z","5070287180","vib"
"1514098176","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-06T211540.vib","3.33","0.98","2018-12-07T03:15:40.5Z","4965413533","vib"
"4017083904","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-07T131524.vib","2.44","1.05","2018-12-07T19:15:24.437Z","10270165558","vib"
"4647330816","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-06T091530.vib","2.22","1.01","2018-12-06T15:15:30.077Z","10462050365","vib"
"1378864128","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-07T211531.vib","3.45","0.99","2018-12-08T03:15:31.657Z","4729489187","vib"
"3236079616","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-07T171537.vib","2.56","1.13","2018-12-07T23:15:37.243Z","9385166774","vib"
"3219384832","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-06T131529.vib","2.56","0.99","2018-12-06T19:15:29.433Z","8140501502","vib"
"4942139392","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-06T171531.vib","2.38","1.11","2018-12-06T23:15:31.703Z","13112849167","vib"
"1623802368","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-06T051535.vib","3.12","1","2018-12-06T11:15:35.487Z","5070287180","vib"
"1514098176","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-06T211540.vib","3.33","0.98","2018-12-07T03:15:40.5Z","4965413533","vib"
"4017083904","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-07T131524.vib","2.44","1.05","2018-12-07T19:15:24.437Z","10270165558","vib"
"4647330816","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-06T091530.vib","2.22","1.01","2018-12-06T15:15:30.077Z","10462050365","vib"
"2443234816","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-07T091542.vib","2.78","1","2018-12-07T15:15:42.467Z","6805665714","vib"
"1378864128","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-07T211531.vib","3.45","0.99","2018-12-08T03:15:31.657Z","4729489187","vib"
"3236079616","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-07T171537.vib","2.56","1.13","2018-12-07T23:15:37.243Z","9385166774","vib"
"3219384832","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-06T131529.vib","2.56","0.99","2018-12-06T19:15:29.433Z","8140501502","vib"
"4942139392","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-06T171531.vib","2.38","1.11","2018-12-06T23:15:31.703Z","13112849167","vib"
"1623802368","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-06T051535.vib","3.12","1","2018-12-06T11:15:35.487Z","5070287180","vib"
"1514098176","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-06T211540.vib","3.33","0.98","2018-12-07T03:15:40.5Z","4965413533","vib"
"4017083904","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-07T131524.vib","2.44","1.05","2018-12-07T19:15:24.437Z","10270165558","vib"
"4647330816","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-06T091530.vib","2.22","1.01","2018-12-06T15:15:30.077Z","10462050365","vib"
"2443234816","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-07T091542.vib","2.78","1","2018-12-07T15:15:42.467Z","6805665714","vib"
"1677337088","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-07T051530.vib","3.12","0.98","2018-12-07T11:15:30.357Z","5159400113","vib"
"1378864128","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-07T211531.vib","3.45","0.99","2018-12-08T03:15:31.657Z","4729489187","vib"
"3236079616","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-07T171537.vib","2.56","1.13","2018-12-07T23:15:37.243Z","9385166774","vib"
"3219384832","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-06T131529.vib","2.56","0.99","2018-12-06T19:15:29.433Z","8140501502","vib"
"4942139392","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-06T171531.vib","2.38","1.11","2018-12-06T23:15:31.703Z","13112849167","vib"
"1623802368","AUSVCENTER-NoTag","AUSVCENTER-NoTag_2D2018-12-06T051535.vib","3.12","1","2018-12-06T11:15:35.487Z","5070287180","vib"
